150
150
1
0
0
0
1
1
1
0;0;0;1
1;0;0;1
2;0;0;1
3;0;0;1
4;0;0;1
5;0;0;1
6;0;0;1
7;0;0;1
8;0;0;1
9;0;0;1
10;0;0;1
11;0;0;1
12;0;0;1
13;0;0;0
14;0;0;0
15;0;0;0
16;0;0;0
17;0;0;0
18;0;0;0
19;0;0;0
20;0;0;0
21;0;0;1
147;90;0;0
148;90;0;0
149;90;0;0
0;91;0;0
1;91;0;0
2;91;0;0
3;91;0;0
4;91;0;0
5;91;0;0
6;91;0;0
7;91;0;0
8;91;0;0
9;91;0;0
10;91;0;0
11;91;0;0
12;91;0;0
13;91;0;0
14;91;0;0
15;91;0;0
16;91;0;0
17;91;0;0
18;91;0;0
19;91;0;0
20;91;0;0
21;91;0;0
22;91;0;0
23;91;0;0
24;91;0;0
25;91;0;0
26;91;0;0
27;91;0;0
28;91;0;0
29;91;0;0
30;91;0;0
31;91;0;0
32;91;0;0
33;91;0;0
34;91;0;0
35;91;0;0
36;91;0;0
37;91;0;0
38;91;0;0
41;114;0;1
42;114;0;1
43;114;0;0
44;114;0;0
45;114;0;0
46;114;0;0
47;114;0;0
48;114;0;0
49;114;0;0
50;114;0;0
51;114;0;0
52;114;0;0
53;114;0;0
54;114;0;0
55;114;0;0
56;114;0;0
57;114;0;0
58;114;0;0
59;114;0;0
60;114;0;0
61;114;0;0
62;114;0;0
63;114;0;1
64;114;0;1
65;114;0;1
66;114;0;1
67;114;0;1
68;114;0;1
69;114;0;1
70;114;0;1
71;114;0;1
72;114;0;1
73;114;0;1
74;114;0;1
75;114;0;1
76;114;0;1
77;114;0;1
78;114;0;1
79;114;0;1
80;114;0;1
81;114;0;1
82;114;0;1
83;114;0;1
84;114;0;1
85;114;0;1
86;114;0;1
87;114;0;1
88;114;0;1
89;114;0;1
90;114;0;1
91;114;0;1
92;114;0;1
93;114;0;1
94;114;0;1
95;114;0;1
96;114;0;1
97;114;0;1
98;114;0;1
99;114;0;1
100;114;0;1
101;114;0;1
102;114;0;1
103;114;0;1
104;114;0;1
105;114;0;1
106;114;0;1
107;114;0;1
108;114;0;1
109;114;0;1
110;114;0;1
111;114;0;1
112;114;0;1
113;114;0;1
114;114;0;1
115;114;0;1
116;114;0;1
117;114;0;1
118;114;0;1
119;114;0;1
120;114;0;0
121;114;0;1
122;114;0;1
123;114;0;1
124;114;0;1
125;114;0;0
126;114;0;0
127;114;0;0
128;114;0;0
129;114;0;0
130;114;0;0
131;114;0;0
132;114;0;0
133;114;0;0
134;114;0;0
135;114;0;0
136;114;0;0
137;114;0;0
138;114;0;0
139;114;0;0
140;114;0;0
141;114;0;0
142;114;0;0
143;114;0;0
144;114;0;0
145;114;0;1
146;114;0;1
147;114;0;1
148;114;0;1
149;114;0;1
0;115;0;0
1;115;0;0
2;115;0;0
3;115;0;0
4;115;0;0
5;115;0;0
6;115;0;0
7;115;0;0
8;115;0;0
9;115;0;0
10;115;0;0
11;115;0;0
12;115;0;1
13;115;0;1
14;115;0;1
15;115;0;1
16;115;0;1
17;115;0;1
18;115;0;1
19;115;0;1
20;115;0;1
21;115;0;1
22;115;0;1
23;115;0;1
