150
150
1
0
0
0
1
1
1
0;0;0;0.45642
38;0;0;0.313181
39;0;0;0.295511
40;0;0;0.429319
41;0;0;0.35165
42;0;0;0.164922
43;0;0;0.0798059
44;0;0;0.234657
45;0;0;0.430723
46;0;0;0.0333262
47;0;0;0.385235
48;0;0;0.403653
49;0;0;0.215674
50;0;0;0.159017
67;0;0;0.322718
68;0;0;0.270318
69;0;0;0.239525
70;0;0;0.232551
71;0;0;0.291528
72;0;0;0.0304575
73;0;0;0.22599
74;0;0;0.172628
75;0;0;0.172246
76;0;0;0.0871609
77;0;0;0.0540025
78;0;0;0.410047
79;0;0;0.148167
80;0;0;0.0372631
81;0;0;0.242821
82;0;0;0.207602
83;0;0;0.219169
95;0;0;0.260063
96;0;0;0.0904263
129;0;0;0.0226142
130;0;0;0.00886563
131;0;0;0.405026
132;0;0;0.40466
133;0;0;0.333399
134;0;0;0.0383312
135;0;0;0.377514
136;0;0;0.465514
137;0;0;0.232444
138;0;0;0.0465712
139;0;0;0.386074
140;0;0;0.391873
141;0;0;0.441969
40;1;0;0.341914
41;1;0;0.0318155
42;1;0;0.329066
43;1;0;0.0977966
44;1;0;0.275811
45;1;0;0.142476
46;1;0;0.0305185
47;1;0;0.0816065
48;1;0;0.494385
49;1;0;0.172918
64;1;0;0.370724
66;1;0;0.193548
67;1;0;0.0507218
68;1;0;0.36964
69;1;0;0.227683
70;1;0;0.00105289
71;1;0;0.0130924
72;1;0;0.106128
73;1;0;0.312357
74;1;0;0.369396
75;1;0;0.026429
76;1;0;0.255165
77;1;0;0.166387
78;1;0;0.299326
79;1;0;0.0739616
90;1;0;0.296426
125;1;0;0.0508591
129;1;0;0.196722
130;1;0;0.271371
131;1;0;0.153294
132;1;0;0.382015
133;1;0;0.245903
134;1;0;0.233406
135;1;0;0.0956908
136;1;0;0.097644
137;1;0;0.385617
138;1;0;0.209311
139;1;0;0.218162
140;1;0;0.373608
41;2;0;0.460662
42;2;0;0.293329
43;2;0;0.315561
44;2;0;0.202582
45;2;0;0.387082
46;2;0;0.426542
47;2;0;0.390362
48;2;0;0.419065
61;2;0;0.39346
62;2;0;0.449492
63;2;0;0.0742363
64;2;0;0.472488
65;2;0;0.256905
66;2;0;0.326319
67;2;0;0.0197607
68;2;0;0.475372
129;2;0;0.210456
130;2;0;0.334834
131;2;0;0.152379
132;2;0;0.306162
133;2;0;0.240028
134;2;0;0.358989
135;2;0;0.17188
136;2;0;0.179708
137;2;0;0.199225
138;2;0;0.114002
42;3;0;0.0786309
43;3;0;0.33166
44;3;0;0.0786615
45;3;0;0.364177
46;3;0;0.0439619
47;3;0;0.297723
55;3;0;0.407971
56;3;0;0.216361
57;3;0;0.00259407
58;3;0;0.0200507
59;3;0;0.0576342
60;3;0;0.269494
61;3;0;0.126759
62;3;0;0.426801
63;3;0;0.110187
64;3;0;0.462584
65;3;0;0.488449
66;3;0;0.0394604
67;3;0;0.117405
129;3;0;0.255577
130;3;0;0.318552
131;3;0;0.179403
132;3;0;0.284127
133;3;0;0.148167
134;3;0;0.0514542
135;3;0;0.0151524
136;3;0;0.373623
43;4;0;0.0440687
44;4;0;0.490539
45;4;0;0.191641
46;4;0;0.241066
47;4;0;0.0619373
48;4;0;0.159383
53;4;0;0.364284
54;4;0;0.104343
55;4;0;0.0804773
56;4;0;0.0228278
57;4;0;0.454329
58;4;0;0.0217139
59;4;0;0.0715506
60;4;0;0.402921
61;4;0;0.00509659
62;4;0;0.0433821
63;4;0;0.24337
64;4;0;0.40083
65;4;0;0.300562
66;4;0;0.302148
127;4;0;0.246223
128;4;0;0.297143
129;4;0;0.287454
130;4;0;0.142033
131;4;0;0.0878323
132;4;0;0.0134739
133;4;0;0.322153
134;4;0;0.265053
44;5;0;0.0482498
45;5;0;0.205817
46;5;0;0.102786
47;5;0;0.365108
48;5;0;0.281732
49;5;0;0.481429
50;5;0;0.102664
51;5;0;0.120716
52;5;0;0.0429701
53;5;0;0.231513
54;5;0;0.396481
55;5;0;0.170644
56;5;0;0.408856
57;5;0;0.15833
58;5;0;0.328806
59;5;0;0.376751
60;5;0;0.356426
61;5;0;0.392453
62;5;0;0.0727714
63;5;0;0.275674
64;5;0;0.358013
126;5;0;0.0480819
127;5;0;0.196738
128;5;0;0.131947
129;5;0;0.352458
130;5;0;0.353374
131;5;0;0.390454
132;5;0;0.328501
45;6;0;0.112354
46;6;0;0.283135
47;6;0;0.401028
48;6;0;0.112506
49;6;0;0.165075
50;6;0;0.048616
51;6;0;0.217444
52;6;0;0.173269
53;6;0;0.406888
54;6;0;0.188711
55;6;0;0.287637
56;6;0;0.230628
57;6;0;0.213355
58;6;0;0.48703
59;6;0;0.279534
60;6;0;0.474319
61;6;0;0.184484
62;6;0;0.386044
63;6;0;0.388394
65;6;0;0.236015
66;6;0;0.275536
125;6;0;0.202872
126;6;0;0.483505
127;6;0;0.153813
128;6;0;0.483932
129;6;0;0.087405
