150
150
1
0
0
0
1
1
1
0;0;0;0.0493637
38;0;0;0.486541
39;0;0;0.453017
40;0;0;0.124363
41;0;0;0.163244
42;0;0;0.341594
43;0;0;0.310129
44;0;0;0.478545
45;0;0;0.247063
46;0;0;0.38258
47;0;0;0.115452
48;0;0;0.360683
49;0;0;0.457198
50;0;0;0.429624
67;0;0;0.364986
68;0;0;0.28489
69;0;0;0.0930509
70;0;0;0.0163579
71;0;0;0.298441
72;0;0;0.259911
73;0;0;0.311457
74;0;0;0.0214545
75;0;0;0.0297555
76;0;0;0.143406
77;0;0;0.476363
78;0;0;0.437025
79;0;0;0.483001
80;0;0;0.392041
81;0;0;0.281503
82;0;0;0.240654
83;0;0;0.298715
95;0;0;0.382488
96;0;0;0.350291
129;0;0;0.339763
130;0;0;0.482376
131;0;0;0.273247
132;0;0;0.243309
133;0;0;0.0586871
134;0;0;0.424894
135;0;0;0.172155
136;0;0;0.293909
137;0;0;0.38464
138;0;0;0.354701
139;0;0;0.13744
140;0;0;0.201376
141;0;0;0.0501114
40;1;0;0.345592
41;1;0;0.284097
42;1;0;0.326212
43;1;0;0.212714
44;1;0;0.00756859
45;1;0;0.0310831
46;1;0;0.172552
47;1;0;0.0532395
48;1;0;0.422452
49;1;0;0.251473
64;1;0;0.393231
66;1;0;0.076754
67;1;0;0.135456
68;1;0;0.401654
69;1;0;0.305231
70;1;0;0.15096
71;1;0;0.205863
72;1;0;0.230415
73;1;0;0.442244
74;1;0;0.140522
75;1;0;0.223792
76;1;0;0.151341
77;1;0;0.451567
78;1;0;0.207358
79;1;0;0.00550859
90;1;0;0.206046
125;1;0;0.245018
129;1;0;0.199805
130;1;0;0.149098
131;1;0;0.44612
132;1;0;0.464843
133;1;0;0.395901
134;1;0;0.241371
135;1;0;0.237938
136;1;0;0.0524308
137;1;0;0.237114
138;1;0;0.426237
139;1;0;0.496368
140;1;0;0.0226295
41;2;0;0.0849483
42;2;0;0.201193
43;2;0;0.453749
44;2;0;0.0902738
45;2;0;0.154149
46;2;0;0.324137
47;2;0;0.133381
48;2;0;0.285882
61;2;0;0.316157
62;2;0;0.308695
63;2;0;0.459349
64;2;0;0.394848
65;2;0;0.359386
66;2;0;0.102588
67;2;0;0.362651
68;2;0;0.163015
129;2;0;0.46849
130;2;0;0.0890225
131;2;0;0.477752
132;2;0;0.0476089
133;2;0;0.418851
134;2;0;0.44612
135;2;0;0.0407117
136;2;0;0.179571
137;2;0;0.389279
138;2;0;0.448546
42;3;0;0.13654
43;3;0;0.0436262
44;3;0;0.478103
45;3;0;0.482635
46;3;0;0.469863
47;3;0;0.482009
55;3;0;0.0378735
56;3;0;0.205206
57;3;0;0.0574358
58;3;0;0.319742
59;3;0;0.181066
60;3;0;0.0867183
61;3;0;0.34785
62;3;0;0.0392163
63;3;0;0.0640583
64;3;0;0.373058
65;3;0;0.00422681
66;3;0;0.0599384
67;3;0;0.423673
129;3;0;0.223746
130;3;0;0.221397
131;3;0;0.370067
132;3;0;0.0506912
133;3;0;0.224326
134;3;0;0.0204169
135;3;0;0.040315
136;3;0;0.42877
43;4;0;0.0808893
44;4;0;0.489425
45;4;0;0.438154
46;4;0;0.0581378
47;4;0;0.0825831
48;4;0;0.257073
53;4;0;0.107471
54;4;0;0.138798
55;4;0;0.232933
56;4;0;0.154424
57;4;0;0.223289
58;4;0;0.431547
59;4;0;0.0679037
60;4;0;0.108493
61;4;0;0.188223
62;4;0;0.442991
63;4;0;0.151738
64;4;0;0.491836
65;4;0;0.165914
66;4;0;0.030137
127;4;0;0.399472
128;4;0;0.443907
129;4;0;0.364727
130;4;0;0.346797
131;4;0;0.195975
132;4;0;0.425138
133;4;0;0.169118
134;4;0;0.108356
44;5;0;0.35313
45;5;0;0.238456
46;5;0;0.316355
47;5;0;0.329997
48;5;0;0.450194
49;5;0;0.146977
50;5;0;0.0121616
51;5;0;0.416929
52;5;0;0.350902
53;5;0;0.406659
54;5;0;0.00883511
55;5;0;0.116398
56;5;0;0.134114
57;5;0;0.0614338
58;5;0;0.0829493
59;5;0;0.123386
60;5;0;0.391034
61;5;0;0.0596942
62;5;0;0.473632
63;5;0;0.217795
64;5;0;0.0398877
126;5;0;0.000381481
127;5;0;0.273843
128;5;0;0.290979
129;5;0;0.127201
130;5;0;0.00520341
131;5;0;0.312449
132;5;0;0.0129856
45;6;0;0.170629
46;6;0;0.0697958
47;6;0;0.157567
48;6;0;0.490295
49;6;0;0.0983612
50;6;0;0.0225532
51;6;0;0.0533158
52;6;0;0.155278
53;6;0;0.203864
54;6;0;0.432966
55;6;0;0.0564898
56;6;0;0.197562
57;6;0;0.157018
58;6;0;0.127491
59;6;0;0.42906
60;6;0;0.356853
61;6;0;0.41174
62;6;0;0.475158
63;6;0;0.121906
65;6;0;0.31782
66;6;0;0.114277
125;6;0;0.104175
126;6;0;0.0145268
127;6;0;0.419263
128;6;0;0.421491
129;6;0;0.144368
130;6;0;0.400983
131;6;0;0.263283
45;7;0;0.245201
46;7;0;0.246025
47;7;0;0.123905
48;7;0;0.0218513
49;7;0;0.465362
50;7;0;0.276345
51;7;0;0.00848415
52;7;0;0.297891
53;7;0;0.278558
54;7;0;0.120823
55;7;0;0.498718
56;7;0;0.128315
60;7;0;0.320963
61;7;0;0.462081
96;7;0;0.216224
124;7;0;0.101444
125;7;0;0.431852
126;7;0;0.0100558
127;7;0;0.160649
128;7;0;0.0226142
129;7;0;0.337123
130;7;0;0.417676
42;8;0;0.430876
43;8;0;0.41998
44;8;0;0.449553
45;8;0;0.131626
46;8;0;0.238517
47;8;0;0.311747
48;8;0;0.100635
49;8;0;0.387616
50;8;0;0.277306
51;8;0;0.471374
52;8;0;0.204794
53;8;0;0.0925169
54;8;0;0.310617
123;8;0;0.0528123
124;8;0;0.386029
125;8;0;0.430448
126;8;0;0.177465
127;8;0;0.00817896
128;8;0;0.412778
129;8;0;0.42259
41;9;0;0.275796
42;9;0;0.445311
43;9;0;0.459578
45;9;0;0.0690024
46;9;0;0.422468
47;9;0;0.0367595
48;9;0;0.299509
49;9;0;0.0554064
50;9;0;0.322108
51;9;0;0.168538
52;9;0;0.19039
53;9;0;0.189108
103;9;0;0.0738243
104;9;0;0.199011
122;9;0;0.0400098
123;9;0;0.368694
124;9;0;0.209876
125;9;0;0.22599
126;9;0;0.244911
127;9;0;0.177526
128;9;0;0.0880154
42;10;0;0.0204779
43;10;0;0.152409
44;10;0;0.0207221
45;10;0;0.295175
46;10;0;0.0686972
47;10;0;0.00221259
48;10;0;0.0553758
49;10;0;0.236839
50;10;0;0.213294
51;10;0;0.340373
52;10;0;0.183172
99;10;0;0.0616169
102;10;0;0.346171
103;10;0;0.370724
104;10;0;0.056093
105;10;0;0.289071
106;10;0;0.274422
107;10;0;0.361049
108;10;0;0.436705
