Data written by mGstat 01-Jul-2016
4
col1, unknown
col2, unknown
col3, unknown
col4, unknown
                 2                   47                   17                    0
                 3                   21                   14                    1
                14                   22                    0                    0
                 4                   42                   10                    1
                34                   48                    4                    0
                33                    7                   23                    1
                13                   34                    9                    0
                34                   15                   15                    1
                38                   60                    4                    1
                 2                   24                   18                    0
                35                   42                    7                    0
                24                   64                   19                    0
